date,hospital_id,ward_code,base_beds,effective_capacity,occupancy,overflow,admissions,discharges,staffing_index,avg_wait_minutes,admission_rate_per_bed,discharge_rate_per_bed,occupancy_rate
2025-07-29,3,SURG,40,46,45,5,25,20,0.966,133,0.625,0.5,0.978
2025-07-30,3,SURG,40,40,35,0,18,28,1.003,17,0.45,0.7,0.875
2025-07-31,3,SURG,40,40,31,0,14,18,0.915,25,0.35,0.45,0.775
2025-08-01,3,SURG,40,46,46,12,31,10,0.975,210,0.775,0.25,1.0
2025-08-02,3,SURG,40,46,46,17,28,17,0.882,215,0.7,0.425,1.0
2025-08-03,3,SURG,40,46,46,16,22,12,1.02,131,0.55,0.3,1.0
2025-08-04,3,SURG,40,46,46,23,34,17,0.982,181,0.85,0.425,1.0
2025-08-05,3,SURG,40,46,46,9,15,12,0.988,113,0.375,0.3,1.0
2025-08-06,3,SURG,40,46,46,10,25,21,1.007,117,0.625,0.525,1.0
2025-08-07,3,SURG,40,46,43,3,21,24,0.948,178,0.525,0.6,0.935
2025-08-08,3,SURG,40,46,46,10,19,12,1.011,133,0.475,0.3,1.0
2025-08-09,3,SURG,40,46,46,6,18,18,0.948,141,0.45,0.45,1.0
2025-08-10,3,SURG,40,46,46,11,27,22,0.947,164,0.675,0.55,1.0
2025-08-11,3,SURG,40,46,46,14,24,16,1.042,133,0.6,0.4,1.0
2025-08-12,3,SURG,40,46,46,9,23,20,1.012,140,0.575,0.5,1.0
2025-08-13,3,SURG,40,46,46,13,24,17,0.97,170,0.6,0.425,1.0
2025-08-14,3,SURG,40,40,38,0,21,29,1.045,67,0.525,0.725,0.95
2025-08-15,3,SURG,40,46,43,3,15,10,1.004,100,0.375,0.25,0.935
2025-08-16,3,SURG,40,46,43,3,21,21,0.947,131,0.525,0.525,0.935
2025-08-17,3,SURG,40,46,46,8,17,12,0.946,154,0.425,0.3,1.0
2025-08-18,3,SURG,40,46,44,4,22,24,1.019,139,0.55,0.6,0.957
2025-08-19,3,SURG,40,46,46,13,24,15,0.988,170,0.6,0.375,1.0
2025-08-20,3,SURG,40,46,46,21,27,12,1.04,189,0.675,0.3,1.0
2025-08-21,3,SURG,40,46,46,6,22,22,0.994,98,0.55,0.55,1.0
2025-08-22,3,SURG,40,46,46,19,33,20,1.025,188,0.825,0.5,1.0
2025-08-23,3,SURG,40,46,46,11,24,19,0.963,168,0.6,0.475,1.0
2025-08-24,3,SURG,40,46,45,5,13,14,0.929,136,0.325,0.35,0.978
2025-08-25,3,SURG,40,46,43,3,17,19,1.007,110,0.425,0.475,0.935
2025-08-26,3,SURG,40,46,45,5,11,9,1.037,117,0.275,0.225,0.978
2025-08-27,3,SURG,40,46,46,10,24,19,1.006,181,0.6,0.475,1.0
2025-08-28,3,SURG,40,46,42,2,17,21,0.977,120,0.425,0.525,0.913
2025-08-29,3,SURG,40,46,43,3,15,14,1.019,76,0.375,0.35,0.935
2025-08-30,3,SURG,40,46,41,1,13,15,0.955,167,0.325,0.375,0.891
2025-08-31,3,SURG,40,46,46,7,21,15,0.893,190,0.525,0.375,1.0
2025-09-01,3,SURG,40,46,44,4,20,22,0.99,120,0.5,0.55,0.957
2025-09-02,3,SURG,40,46,46,15,27,16,0.989,172,0.675,0.4,1.0
2025-09-03,3,SURG,40,40,40,0,16,22,0.99,66,0.4,0.55,1.0
2025-09-04,3,SURG,40,46,46,14,30,16,0.987,200,0.75,0.4,1.0
2025-09-05,3,SURG,40,46,46,17,31,20,1.054,167,0.775,0.5,1.0
2025-09-06,3,SURG,40,46,42,2,18,22,0.941,150,0.45,0.55,0.913
2025-09-07,3,SURG,40,46,46,21,33,14,0.917,233,0.825,0.35,1.0
2025-09-08,3,SURG,40,46,46,15,29,20,0.991,175,0.725,0.5,1.0
2025-09-09,3,SURG,40,46,46,12,26,20,0.994,121,0.65,0.5,1.0
2025-09-10,3,SURG,40,40,40,0,16,22,1.038,45,0.4,0.55,1.0
2025-09-11,3,SURG,40,46,46,13,29,16,0.97,175,0.725,0.4,1.0
2025-09-12,3,SURG,40,46,46,15,27,18,0.984,187,0.675,0.45,1.0
2025-09-13,3,SURG,40,40,39,0,17,24,0.907,60,0.425,0.6,0.975
2025-09-14,3,SURG,40,46,45,5,20,14,0.918,164,0.5,0.35,0.978
2025-09-15,3,SURG,40,46,46,8,22,19,1.0,152,0.55,0.475,1.0
2025-09-16,3,SURG,40,46,46,8,25,23,0.99,67,0.625,0.575,1.0
2025-09-17,3,SURG,40,46,46,6,20,20,0.994,111,0.5,0.5,1.0
2025-09-18,3,SURG,40,46,45,5,16,17,1.043,153,0.4,0.425,0.978
2025-09-19,3,SURG,40,46,46,11,24,18,0.954,161,0.6,0.45,1.0
2025-09-20,3,SURG,40,46,46,8,18,16,0.917,198,0.45,0.4,1.0
2025-09-21,3,SURG,40,46,46,8,19,17,0.918,165,0.475,0.425,1.0
2025-09-22,3,SURG,40,46,46,7,13,12,1.023,148,0.325,0.3,1.0
2025-09-23,3,SURG,40,46,46,7,18,17,0.984,164,0.45,0.425,1.0
2025-09-24,3,SURG,40,46,46,7,23,22,1.015,192,0.575,0.55,1.0
2025-09-25,3,SURG,40,46,44,4,20,22,1.045,130,0.5,0.55,0.957
2025-09-26,3,SURG,40,46,46,6,25,23,0.982,186,0.625,0.575,1.0
2025-09-27,3,SURG,40,46,46,13,23,16,0.951,215,0.575,0.4,1.0
2025-09-28,3,SURG,40,46,46,7,20,19,0.975,137,0.5,0.475,1.0
2025-09-29,3,SURG,40,46,46,22,30,14,0.97,192,0.75,0.35,1.0
2025-09-30,3,SURG,40,46,45,5,19,20,0.951,132,0.475,0.5,0.978
2025-10-01,3,SURG,40,40,38,0,17,24,0.987,12,0.425,0.6,0.95
2025-10-02,3,SURG,40,46,46,7,20,11,1.013,137,0.5,0.275,1.0
2025-10-03,3,SURG,40,46,46,6,21,21,0.986,55,0.525,0.525,1.0
2025-10-04,3,SURG,40,46,45,5,17,18,0.97,113,0.425,0.45,0.978
2025-10-05,3,SURG,40,46,44,4,16,17,0.952,101,0.4,0.425,0.957
2025-10-06,3,SURG,40,46,41,1,15,18,0.989,111,0.375,0.45,0.891
2025-10-07,3,SURG,40,46,46,12,24,13,1.015,150,0.6,0.325,1.0
2025-10-08,3,SURG,40,46,46,13,23,16,0.898,195,0.575,0.4,1.0
2025-10-09,3,SURG,40,46,46,17,27,16,0.943,170,0.675,0.4,1.0
2025-10-10,3,SURG,40,46,44,4,21,23,0.998,100,0.525,0.575,0.957
2025-10-11,3,SURG,40,46,46,7,20,17,0.928,198,0.5,0.425,1.0
2025-10-12,3,SURG,40,46,46,9,16,13,0.966,166,0.4,0.325,1.0
2025-10-13,3,SURG,40,46,46,14,25,17,1.044,132,0.625,0.425,1.0
2025-10-14,3,SURG,40,46,46,7,19,18,1.0,159,0.475,0.45,1.0
2025-10-15,3,SURG,40,46,41,1,16,21,1.019,120,0.4,0.525,0.891
2025-10-16,3,SURG,40,46,46,10,30,21,1.025,181,0.75,0.525,1.0
2025-10-17,3,SURG,40,40,38,0,18,26,0.97,50,0.45,0.65,0.95
2025-10-18,3,SURG,40,40,35,0,19,22,0.929,22,0.475,0.55,0.875
2025-10-19,3,SURG,40,40,39,0,15,11,0.976,54,0.375,0.275,0.975
2025-10-20,3,SURG,40,46,46,15,27,11,0.958,170,0.675,0.275,1.0
2025-10-21,3,SURG,40,46,46,8,22,20,1.007,148,0.55,0.5,1.0
2025-10-22,3,SURG,40,46,46,6,20,20,1.009,147,0.5,0.5,1.0
2025-10-23,3,SURG,40,46,46,14,25,17,0.993,191,0.625,0.425,1.0
2025-10-24,3,SURG,40,46,42,2,12,16,0.965,109,0.3,0.4,0.913
2025-10-25,3,SURG,40,40,39,0,17,20,0.967,17,0.425,0.5,0.975
2025-10-26,3,SURG,40,46,46,6,23,16,0.983,137,0.575,0.4,1.0
2022-10-28,4,ED,30,34,34,40,68,13,1.041,322,2.267,0.433,1.0
2022-10-29,4,ED,30,34,34,15,45,34,0.936,197,1.5,1.133,1.0
2022-10-30,4,ED,30,34,34,37,61,28,0.954,316,2.033,0.933,1.0
2022-10-31,4,ED,30,34,34,47,72,29,0.998,336,2.4,0.967,1.0
2022-11-01,4,ED,30,34,34,29,59,34,0.976,265,1.967,1.133,1.0
2022-11-02,4,ED,30,34,34,39,62,27,0.971,234,2.067,0.9,1.0
2022-11-03,4,ED,30,34,34,38,62,28,0.959,309,2.067,0.933,1.0
2022-11-04,4,ED,30,34,34,37,64,31,0.963,278,2.133,1.033,1.0
2022-11-05,4,ED,30,34,34,23,53,34,0.892,205,1.767,1.133,1.0
2022-11-06,4,ED,30,34,34,25,53,32,0.903,223,1.767,1.067,1.0
2022-11-07,4,ED,30,34,34,25,53,32,1.009,176,1.767,1.067,1.0
2022-11-08,4,ED,30,34,34,20,47,31,1.041,213,1.567,1.033,1.0
2022-11-09,4,ED,30,34,34,39,64,29,1.01,239,2.133,0.967,1.0
2022-11-10,4,ED,30,34,34,36,66,34,0.971,277,2.2,1.133,1.0
2022-11-11,4,ED,30,34,34,41,64,27,1.022,250,2.133,0.9,1.0
2022-11-12,4,ED,30,34,34,21,45,28,0.974,229,1.5,0.933,1.0
2022-11-13,4,ED,30,34,34,19,48,33,0.941,214,1.6,1.1,1.0
2022-11-14,4,ED,30,34,34,22,49,31,0.977,205,1.633,1.033,1.0
2022-11-15,4,ED,30,34,34,47,69,26,0.982,246,2.3,0.867,1.0
2022-11-16,4,ED,30,34,34,41,68,31,0.999,284,2.267,1.033,1.0
2022-11-17,4,ED,30,34,34,26,56,34,0.992,190,1.867,1.133,1.0
2022-11-18,4,ED,30,34,34,9,34,29,0.989,142,1.133,0.967,1.0
2022-11-19,4,ED,30,34,34,41,66,29,0.892,340,2.2,0.967,1.0
2022-11-20,4,ED,30,34,34,13,39,30,0.957,209,1.3,1.0,1.0
2022-11-21,4,ED,30,34,34,34,61,31,0.954,290,2.033,1.033,1.0
2022-11-22,4,ED,30,34,34,21,46,29,1.06,198,1.533,0.967,1.0
2022-11-23,4,ED,30,34,34,37,65,32,0.92,230,2.167,1.067,1.0
2022-11-24,4,ED,30,34,34,11,39,32,0.991,148,1.3,1.067,1.0
2022-11-25,4,ED,30,34,34,33,59,30,0.983,265,1.967,1.0,1.0
2022-11-26,4,ED,30,34,34,26,52,30,0.882,272,1.733,1.0,1.0
2022-11-27,4,ED,30,34,34,32,59,31,0.91,256,1.967,1.033,1.0
2022-11-28,4,ED,30,34,34,43,67,28,1.004,316,2.233,0.933,1.0
2022-11-29,4,ED,30,34,34,38,64,30,1.017,222,2.133,1.0,1.0
2022-11-30,4,ED,30,34,34,35,65,34,0.965,263,2.167,1.133,1.0
2022-12-01,4,ED,30,34,34,43,72,33,0.998,262,2.4,1.1,1.0
2022-12-02,4,ED,30,34,34,16,44,32,0.985,189,1.467,1.067,1.0
2022-12-03,4,ED,30,34,34,26,52,30,0.919,271,1.733,1.0,1.0
2022-12-04,4,ED,30,34,34,35,63,32,0.957,253,2.1,1.067,1.0
2022-12-05,4,ED,30,34,34,39,65,30,1.091,298,2.167,1.0,1.0
2022-12-06,4,ED,30,34,34,49,77,32,0.992,355,2.567,1.067,1.0
2022-12-07,4,ED,30,34,34,41,69,32,0.972,276,2.3,1.067,1.0
2022-12-08,4,ED,30,34,34,45,72,31,1.012,331,2.4,1.033,1.0
2022-12-09,4,ED,30,34,34,37,64,31,1.003,233,2.133,1.033,1.0
2022-12-10,4,ED,30,34,34,17,42,29,0.931,166,1.4,0.967,1.0
2022-12-11,4,ED,30,34,34,15,43,32,0.992,163,1.433,1.067,1.0
2022-12-12,4,ED,30,34,34,37,63,30,0.953,294,2.1,1.0,1.0
2022-12-13,4,ED,30,34,34,35,63,32,0.952,195,2.1,1.067,1.0
2022-12-14,4,ED,30,34,34,35,62,31,0.971,300,2.067,1.033,1.0
2022-12-15,4,ED,30,34,34,42,67,29,1.004,318,2.233,0.967,1.0
2022-12-16,4,ED,30,34,34,40,70,34,1.008,303,2.333,1.133,1.0
2022-12-17,4,ED,30,34,34,27,57,34,0.963,266,1.9,1.133,1.0
2022-12-18,4,ED,30,34,34,17,45,32,0.936,180,1.5,1.067,1.0
2022-12-19,4,ED,30,34,34,37,57,24,0.989,302,1.9,0.8,1.0
2022-12-20,4,ED,30,34,34,33,59,30,0.965,307,1.967,1.0,1.0
2022-12-21,4,ED,30,34,34,40,67,31,1.016,249,2.233,1.033,1.0
2022-12-22,4,ED,30,34,34,46,73,31,0.97,319,2.433,1.033,1.0
2022-12-23,4,ED,30,34,34,41,71,34,0.977,248,2.367,1.133,1.0
2022-12-24,4,ED,30,34,34,33,56,27,0.923,230,1.867,0.9,1.0
2022-12-25,4,ED,30,34,34,35,61,30,0.979,290,2.033,1.0,1.0
2022-12-26,4,ED,30,34,34,44,74,34,0.978,294,2.467,1.133,1.0
2022-12-27,4,ED,30,34,34,38,65,31,1.038,252,2.167,1.033,1.0
2022-12-28,4,ED,30,34,34,37,65,32,0.951,305,2.167,1.067,1.0
2022-12-29,4,ED,30,34,34,46,73,31,0.98,282,2.433,1.033,1.0
2022-12-30,4,ED,30,34,34,47,72,29,0.998,302,2.4,0.967,1.0
2022-12-31,4,ED,30,34,34,35,59,28,0.953,299,1.967,0.933,1.0
2023-01-01,4,ED,30,34,34,50,77,31,0.906,332,2.567,1.033,1.0
2023-01-02,4,ED,30,34,34,62,85,27,1.023,324,2.833,0.9,1.0
2023-01-03,4,ED,30,34,34,38,68,34,1.033,332,2.267,1.133,1.0
2023-01-04,4,ED,30,34,34,37,66,33,0.981,321,2.2,1.1,1.0
2023-01-05,4,ED,30,34,34,37,67,34,1.021,272,2.233,1.133,1.0
2023-01-06,4,ED,30,34,34,39,63,28,1.067,212,2.1,0.933,1.0
2023-01-07,4,ED,30,34,34,44,68,28,0.94,300,2.267,0.933,1.0
2023-01-08,4,ED,30,34,34,24,52,32,0.97,259,1.733,1.067,1.0
2023-01-09,4,ED,30,34,34,45,73,32,1.014,272,2.433,1.067,1.0
2023-01-10,4,ED,30,34,34,18,46,32,1.013,158,1.533,1.067,1.0
2023-01-11,4,ED,30,34,34,22,47,29,1.041,211,1.567,0.967,1.0
2023-01-12,4,ED,30,34,34,38,59,25,0.987,244,1.967,0.833,1.0
2023-01-13,4,ED,30,34,34,34,59,29,1.01,243,1.967,0.967,1.0
2023-01-14,4,ED,30,34,34,55,82,31,0.931,384,2.733,1.033,1.0
2023-01-15,4,ED,30,34,34,21,51,34,0.934,234,1.7,1.133,1.0
2023-01-16,4,ED,30,34,34,25,49,28,0.956,233,1.633,0.933,1.0
2023-01-17,4,ED,30,34,34,42,72,34,1.047,274,2.4,1.133,1.0
2023-01-18,4,ED,30,34,34,41,70,33,1.033,239,2.333,1.1,1.0
2023-01-19,4,ED,30,34,34,38,60,26,0.984,286,2.0,0.867,1.0
2023-01-20,4,ED,30,34,34,42,66,28,1.054,275,2.2,0.933,1.0
2023-01-21,4,ED,30,34,34,34,64,34,0.961,205,2.133,1.133,1.0
2023-01-22,4,ED,30,34,34,40,62,26,0.884,386,2.067,0.867,1.0
2023-01-23,4,ED,30,34,34,39,65,30,0.962,344,2.167,1.0,1.0
2023-01-24,4,ED,30,34,34,55,79,28,0.983,367,2.633,0.933,1.0
2023-01-25,4,ED,30,34,34,28,57,33,0.945,223,1.9,1.1,1.0
2023-01-26,4,ED,30,34,34,27,56,33,1.018,220,1.867,1.1,1.0
2023-01-27,4,ED,30,34,34,50,71,25,0.999,334,2.367,0.833,1.0
2023-01-28,4,ED,30,34,34,30,56,30,0.948,211,1.867,1.0,1.0
2023-01-29,4,ED,30,34,34,61,89,32,0.933,385,2.967,1.067,1.0
2023-01-30,4,ED,30,34,34,22,51,33,0.973,193,1.7,1.1,1.0
2023-01-31,4,ED,30,34,34,23,53,34,1.051,218,1.767,1.133,1.0
2023-02-01,4,ED,30,34,34,32,61,33,1.022,303,2.033,1.1,1.0
2023-02-02,4,ED,30,34,34,35,62,31,1.026,204,2.067,1.033,1.0
2023-02-03,4,ED,30,34,34,23,53,34,0.99,236,1.767,1.133,1.0
2023-02-04,4,ED,30,34,34,26,54,32,0.939,274,1.8,1.067,1.0
2023-02-05,4,ED,30,34,34,43,69,30,0.949,291,2.3,1.0,1.0
2023-02-06,4,ED,30,34,34,52,78,30,1.0,352,2.6,1.0,1.0
2023-02-07,4,ED,30,34,34,33,62,33,0.983,255,2.067,1.1,1.0
2023-02-08,4,ED,30,34,34,15,44,33,0.993,208,1.467,1.1,1.0
2023-02-09,4,ED,30,34,34,24,54,34,0.969,209,1.8,1.133,1.0
2023-02-10,4,ED,30,34,34,58,85,31,0.969,363,2.833,1.033,1.0
2023-02-11,4,ED,30,34,34,22,48,30,0.928,253,1.6,1.0,1.0
2023-02-12,4,ED,30,34,34,34,62,32,0.944,251,2.067,1.067,1.0
2023-02-13,4,ED,30,34,34,32,58,30,0.97,258,1.933,1.0,1.0
2023-02-14,4,ED,30,34,34,58,83,29,0.952,382,2.767,0.967,1.0
2023-02-15,4,ED,30,34,34,29,56,31,0.987,315,1.867,1.033,1.0
2023-02-16,4,ED,30,34,34,36,63,31,0.949,277,2.1,1.033,1.0
2023-02-17,4,ED,30,34,34,28,49,25,0.977,183,1.633,0.833,1.0
2023-02-18,4,ED,30,34,34,31,56,29,0.922,346,1.867,0.967,1.0
2023-02-19,4,ED,30,34,34,24,51,31,0.932,227,1.7,1.033,1.0
2023-02-20,4,ED,30,34,34,28,54,30,1.021,208,1.8,1.0,1.0
2023-02-21,4,ED,30,34,34,43,66,27,0.956,406,2.2,0.9,1.0
2023-02-22,4,ED,30,34,34,35,63,32,0.97,294,2.1,1.067,1.0
2023-02-23,4,ED,30,34,34,52,79,31,0.976,282,2.633,1.033,1.0
2023-02-24,4,ED,30,34,34,26,56,34,1.004,219,1.867,1.133,1.0
2023-02-25,4,ED,30,34,34,37,67,34,0.951,229,2.233,1.133,1.0
2023-02-26,4,ED,30,34,34,16,46,34,0.965,188,1.533,1.133,1.0
2023-02-27,4,ED,30,34,34,32,55,27,1.053,257,1.833,0.9,1.0
2023-02-28,4,ED,30,34,34,31,59,32,1.091,248,1.967,1.067,1.0
2023-03-01,4,ED,30,34,34,43,67,28,0.949,302,2.233,0.933,1.0
2023-03-02,4,ED,30,34,34,13,42,33,0.978,227,1.4,1.1,1.0
2023-03-03,4,ED,30,34,34,19,45,30,1.02,193,1.5,1.0,1.0
2023-03-04,4,ED,30,34,34,29,59,34,0.935,263,1.967,1.133,1.0
2023-03-05,4,ED,30,34,34,26,51,29,0.921,187,1.7,0.967,1.0
2023-03-06,4,ED,30,34,34,33,59,30,0.961,264,1.967,1.0,1.0
2023-03-07,4,ED,30,34,34,24,52,32,0.951,243,1.733,1.067,1.0
2023-03-08,4,ED,30,34,34,31,59,32,0.957,278,1.967,1.067,1.0
2023-03-09,4,ED,30,34,34,35,63,32,1.008,310,2.1,1.067,1.0
2023-03-10,4,ED,30,34,34,49,79,34,1.06,275,2.633,1.133,1.0
2023-03-11,4,ED,30,34,34,28,53,29,0.898,234,1.767,0.967,1.0
2023-03-12,4,ED,30,34,34,32,59,31,0.984,211,1.967,1.033,1.0
2023-03-13,4,ED,30,34,34,32,56,28,0.968,220,1.867,0.933,1.0
2023-03-14,4,ED,30,34,34,44,69,29,1.009,322,2.3,0.967,1.0
2023-03-15,4,ED,30,34,34,31,58,31,0.965,303,1.933,1.033,1.0
2023-03-16,4,ED,30,34,34,16,41,29,0.963,194,1.367,0.967,1.0
2023-03-17,4,ED,30,34,34,14,43,33,1.013,166,1.433,1.1,1.0
2023-03-18,4,ED,30,34,34,36,60,28,0.894,340,2.0,0.933,1.0
2023-03-19,4,ED,30,34,34,34,63,33,0.947,306,2.1,1.1,1.0
2023-03-20,4,ED,30,34,34,31,56,29,0.975,250,1.867,0.967,1.0
2023-03-21,4,ED,30,34,34,18,47,33,1.005,148,1.567,1.1,1.0
2023-03-22,4,ED,30,34,34,21,50,33,1.01,158,1.667,1.1,1.0
2023-03-23,4,ED,30,34,34,33,62,33,1.059,244,2.067,1.1,1.0
2023-03-24,4,ED,30,34,34,52,73,25,0.975,333,2.433,0.833,1.0
2023-03-25,4,ED,30,34,34,37,65,32,0.932,334,2.167,1.067,1.0
2023-03-26,4,ED,30,34,34,28,54,30,0.925,209,1.8,1.0,1.0
2023-03-27,4,ED,30,34,34,12,36,28,0.951,133,1.2,0.933,1.0
2023-03-28,4,ED,30,34,34,31,60,33,0.986,218,2.0,1.1,1.0
2023-03-29,4,ED,30,34,34,37,64,31,0.992,256,2.133,1.033,1.0
2023-03-30,4,ED,30,34,34,31,60,33,0.94,270,2.0,1.1,1.0
2023-03-31,4,ED,30,34,34,29,49,24,0.976,216,1.633,0.8,1.0
2023-04-01,4,ED,30,34,34,41,68,31,0.931,360,2.267,1.033,1.0
2023-04-02,4,ED,30,34,34,38,60,26,0.922,274,2.0,0.867,1.0
2023-04-03,4,ED,30,34,34,22,52,34,0.947,180,1.733,1.133,1.0
2023-04-04,4,ED,30,34,34,33,61,32,0.969,313,2.033,1.067,1.0
2023-04-05,4,ED,30,34,34,39,64,29,1.006,292,2.133,0.967,1.0
2023-04-06,4,ED,30,34,34,45,66,25,0.969,312,2.2,0.833,1.0
2023-04-07,4,ED,30,34,34,40,61,25,0.965,295,2.033,0.833,1.0
2023-04-08,4,ED,30,34,34,48,74,30,0.986,335,2.467,1.0,1.0
2023-04-09,4,ED,30,34,34,32,55,27,0.964,268,1.833,0.9,1.0
2023-04-10,4,ED,30,34,34,20,48,32,1.014,183,1.6,1.067,1.0
2023-04-11,4,ED,30,34,34,26,53,31,0.96,217,1.767,1.033,1.0
2023-04-12,4,ED,30,34,34,32,61,33,0.98,250,2.033,1.1,1.0
2023-04-13,4,ED,30,34,34,29,57,32,0.994,221,1.9,1.067,1.0
2023-04-14,4,ED,30,34,34,24,50,30,0.977,183,1.667,1.0,1.0
2023-04-15,4,ED,30,34,34,18,47,33,0.958,205,1.567,1.1,1.0
2023-04-16,4,ED,30,34,34,38,67,33,0.986,329,2.233,1.1,1.0
2023-04-17,4,ED,30,34,34,35,61,30,1.008,222,2.033,1.0,1.0
2023-04-18,4,ED,30,34,34,19,47,32,1.027,243,1.567,1.067,1.0
2023-04-19,4,ED,30,34,34,16,43,31,1.052,185,1.433,1.033,1.0
2023-04-20,4,ED,30,34,34,43,71,32,0.998,302,2.367,1.067,1.0
2023-04-21,4,ED,30,34,34,43,71,32,1.035,259,2.367,1.067,1.0
2023-04-22,4,ED,30,34,34,18,47,33,0.969,268,1.567,1.1,1.0
2023-04-23,4,ED,30,34,34,37,65,32,0.946,297,2.167,1.067,1.0
2023-04-24,4,ED,30,34,34,34,58,28,0.995,229,1.933,0.933,1.0
2023-04-25,4,ED,30,34,34,40,69,33,1.017,287,2.3,1.1,1.0
2023-04-26,4,ED,30,34,34,16,43,31,1.026,176,1.433,1.033,1.0
2023-04-27,4,ED,30,34,34,13,42,33,0.995,156,1.4,1.1,1.0
2023-04-28,4,ED,30,34,34,39,64,29,1.053,266,2.133,0.967,1.0
2023-04-29,4,ED,30,34,34,34,56,26,0.933,281,1.867,0.867,1.0
2023-04-30,4,ED,30,34,34,30,57,31,0.914,257,1.9,1.033,1.0
2023-05-01,4,ED,30,34,34,22,51,33,0.94,233,1.7,1.1,1.0
2023-05-02,4,ED,30,34,34,28,53,29,0.976,254,1.767,0.967,1.0
2023-05-03,4,ED,30,34,34,29,53,28,1.028,232,1.767,0.933,1.0
2023-05-04,4,ED,30,34,34,56,81,29,0.986,382,2.7,0.967,1.0
2023-05-05,4,ED,30,34,34,24,50,30,0.996,200,1.667,1.0,1.0
2023-05-06,4,ED,30,34,34,30,58,32,0.968,288,1.933,1.067,1.0
2023-05-07,4,ED,30,34,34,20,49,33,0.948,219,1.633,1.1,1.0
2023-05-08,4,ED,30,34,34,55,83,32,1.021,440,2.767,1.067,1.0
2023-05-09,4,ED,30,34,34,18,44,30,1.037,193,1.467,1.0,1.0
2023-05-10,4,ED,30,34,34,37,61,28,0.999,273,2.033,0.933,1.0
2023-05-11,4,ED,30,34,34,35,59,28,0.967,247,1.967,0.933,1.0
2023-05-12,4,ED,30,34,34,21,47,30,0.967,176,1.567,1.0,1.0
2023-05-13,4,ED,30,34,34,35,62,31,1.001,267,2.067,1.033,1.0
2023-05-14,4,ED,30,34,34,24,50,30,0.977,223,1.667,1.0,1.0
2023-05-15,4,ED,30,34,34,32,60,32,0.984,217,2.0,1.067,1.0
2023-05-16,4,ED,30,34,34,28,49,25,1.005,212,1.633,0.833,1.0
2023-05-17,4,ED,30,34,34,29,55,30,0.989,252,1.833,1.0,1.0
2023-05-18,4,ED,30,34,34,38,62,28,1.027,265,2.067,0.933,1.0
2023-05-19,4,ED,30,34,34,26,51,29,0.985,198,1.7,0.967,1.0
2023-05-20,4,ED,30,34,34,21,49,32,0.962,290,1.633,1.067,1.0
2023-05-21,4,ED,30,34,34,40,68,32,0.961,340,2.267,1.067,1.0
2023-05-22,4,ED,30,34,34,52,79,31,0.978,285,2.633,1.033,1.0
2023-05-23,4,ED,30,34,34,14,42,32,1.001,166,1.4,1.067,1.0
2023-05-24,4,ED,30,34,34,31,57,30,1.003,189,1.9,1.0,1.0
2023-05-25,4,ED,30,34,34,9,37,32,1.029,133,1.233,1.067,1.0
2023-05-26,4,ED,30,34,34,24,52,32,0.973,238,1.733,1.067,1.0
2023-05-27,4,ED,30,34,34,19,48,33,0.903,225,1.6,1.1,1.0
2023-05-28,4,ED,30,34,34,18,46,32,0.933,192,1.533,1.067,1.0
2023-05-29,4,ED,30,34,34,33,59,30,0.991,218,1.967,1.0,1.0
2023-05-30,4,ED,30,34,34,26,52,30,0.984,176,1.733,1.0,1.0
2023-05-31,4,ED,30,34,34,23,47,28,1.031,220,1.567,0.933,1.0
2023-06-01,4,ED,30,34,34,23,50,31,1.004,202,1.667,1.033,1.0
2023-06-02,4,ED,30,34,34,26,56,34,0.976,205,1.867,1.133,1.0
2023-06-03,4,ED,30,34,34,23,50,31,0.966,244,1.667,1.033,1.0
2023-06-04,4,ED,30,34,34,19,48,33,1.018,236,1.6,1.1,1.0
2023-06-05,4,ED,30,34,34,22,52,34,1.007,226,1.733,1.133,1.0
2023-06-06,4,ED,30,34,34,27,52,29,0.993,196,1.733,0.967,1.0
2023-06-07,4,ED,30,34,34,27,52,29,0.953,298,1.733,0.967,1.0
2023-06-08,4,ED,30,34,34,26,50,28,0.967,224,1.667,0.933,1.0
2023-06-09,4,ED,30,34,34,13,41,32,1.023,151,1.367,1.067,1.0
2023-06-10,4,ED,30,34,34,28,56,32,0.948,259,1.867,1.067,1.0
2023-06-11,4,ED,30,34,34,16,38,26,0.985,213,1.267,0.867,1.0
2023-06-12,4,ED,30,34,34,17,47,34,0.969,170,1.567,1.133,1.0
2023-06-13,4,ED,30,34,34,26,55,33,0.955,180,1.833,1.1,1.0
2023-06-14,4,ED,30,34,34,34,64,34,1.023,245,2.133,1.133,1.0
2023-06-15,4,ED,30,34,34,21,46,29,1.031,214,1.533,0.967,1.0
2023-06-16,4,ED,30,34,34,27,55,32,1.041,197,1.833,1.067,1.0
2023-06-17,4,ED,30,34,34,15,42,31,0.919,229,1.4,1.033,1.0
2023-06-18,4,ED,30,34,34,21,43,26,0.889,255,1.433,0.867,1.0
2023-06-19,4,ED,30,34,34,41,71,34,0.937,290,2.367,1.133,1.0
2023-06-20,4,ED,30,34,34,38,59,25,1.027,231,1.967,0.833,1.0
2023-06-21,4,ED,30,34,34,24,50,30,1.051,199,1.667,1.0,1.0
2023-06-22,4,ED,30,34,34,22,50,32,1.011,209,1.667,1.067,1.0
2023-06-23,4,ED,30,34,34,9,35,30,0.976,168,1.167,1.0,1.0
